question_id,domain_id,workflow_id,step_id,question_text,question_type,question_intent,score_1_guidance,score_3_guidance,score_5_guidance,primary_driver,secondary_driver,linked_metric,issue_type,recommendation_id,action_id,owner_role,automation_flag,ai_flag,roadmap_phase,priority_weight,audit_scoring_focus,evidence_examples,customer_impact_if_weak,severity_band_logic,workflow_name,workflow_objective,domain_name,recommendation_title,recommendation_text,expected_outcome,action_title,action_text,action_deliverable,success_measure,indicative_timeline,transformation_id,transformation_type,transformation_title,transformation_text
Q-D05-06-03,D05,WF-D05-06,ST-D05-06-03,"Is invoice review and release controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect billing error / credit note leakage?",control,visibility_control,"The business has weak visibility over invoice review and release. KPIs such as invoice-on-time rate, invoice error rate, and billing throughput are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for invoice review and release, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Invoice Review and Release is actively controlled through trusted KPIs such as invoice-on-time rate, invoice error rate, and billing throughput, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Invoice Accuracy,Order Entry Accuracy,Billing Error / Credit Note Leakage,weak_workflow_visibility_and_control,REC-D05-06-03,ACT-D05-06-03,Billing / Finance Operations,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over invoice review and release, including metric definitions, review cadence, escalation, and closure of corrective actions.","invoice run calendar, exception queue, and invoice generation rules","If weak, leaders cannot see performance issues in invoice review and release early enough to protect billing error / credit note leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Invoice Review and Release,billing exceptions are resolved and invoices are approved without slowing cash,Billing and Revenue Capture,Introduce KPI control for Invoice Review and Release,"Establish a management-control layer for invoice review and release with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect billing error / credit note leakage.",Earlier visibility into issues within invoice review and release and faster corrective action through KPI-based management.,Build KPI and exception control for Invoice Review and Release,"Define the small set of KPIs, service thresholds, and exception categories required to manage invoice review and release well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.","A KPI control pack for invoice review and release covering invoice-on-time rate, invoice error rate, and billing throughput, thresholds, owners, and escalation rules.",Management can review trusted KPIs for invoice review and release regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",TRN-D05-06-03,AI/Automation,"Control, alerting, and intelligence for Invoice Review and Release","Use dashboards, alerts, and selective intelligence to improve control over invoice review and release. Typical opportunities include scheduled invoice runs and exception queues, with higher-value intelligence layers such as prediction of invoice exceptions before release once underlying data is reliable."
Q-D05-07-01,D05,WF-D05-07,ST-D05-07-01,"Is credit note management designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that credits are tightly governed so genuine corrections are handled without uncontrolled margin leakage?",process,definition,"There is no single agreed operating design for credit note management. Key elements such as credit/dispute reasons, approval rights, turnaround rules, and root-cause ownership are unclear, poorly documented, or owned informally, and evidence such as credit note policy, dispute log, and reason code taxonomy is missing, outdated, or not used in practice.","A baseline design exists for credit note management, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Credit Note Management is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Credit Note Approval Discipline,Dispute Rate,Billing Error / Credit Note Leakage,unclear_workflow_definition,REC-D05-07-01,ACT-D05-07-01,Billing / Finance Operations,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for credit note management.","credit note policy, dispute log, and reason code taxonomy","If weak, credit note management becomes dependent on tribal knowledge and makes it harder to scale with strong invoice readiness, billing accuracy, and revenue capture completeness.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Credit Note Management,credits are tightly governed so genuine corrections are handled without uncontrolled margin leakage,Billing and Revenue Capture,Design and standardize Credit Note Management,"Redesign credit note management as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that credits are tightly governed so genuine corrections are handled without uncontrolled margin leakage rather than depending on informal practice.",A documented and owned standard for credit note management that teams can follow consistently.,Define the operating standard for Credit Note Management,"Map the current state of credit note management, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as credit note policy, dispute log, and reason code taxonomy. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",a governed correction and dispute process with strong reason-code discipline,The team can point to a current standard for credit note management and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",TRN-D05-07-01,Process,Process blueprint for Credit Note Management,"Before automation is layered on, create a stable process blueprint for credit note management with clear ownership, inputs, outputs, control points, and evidence requirements. This becomes the reference model for training, governance, and future system design."
Q-D05-07-02,D05,WF-D05-07,ST-D05-07-02,"Does credit note management run consistently in practice, meeting expected turnaround, quality, and handoff standards so that credits and billing disputes are resolved quickly without uncontrolled value leakage without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Credit Note Management is executed inconsistently and is regularly affected by credits are overused, disputes remain open too long, and root causes are never fixed. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Credit Note Management usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Credit Note Management runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Credit Note Approval Discipline,Dispute Rate,Billing Error / Credit Note Leakage,inconsistent_workflow_execution,REC-D05-07-02,ACT-D05-07-02,Billing / Finance Operations,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in credit note management, including turnaround, quality, rework, SLA adherence, and exception handling.","credit note policy, dispute log, and reason code taxonomy","If weak, day-to-day performance in credit note management creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Credit Note Management,credits are tightly governed so genuine corrections are handled without uncontrolled margin leakage,Billing and Revenue Capture,Stabilize execution of Credit Note Management,"Stabilize day-to-day execution of credit note management by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.","More predictable execution of credit note management with lower delay, less rework, and cleaner downstream handoffs.",Remove execution friction in Credit Note Management,"Diagnose where credit note management breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.","A stabilisation plan for credit note management covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in credit note management over the next review cycles.",4-8 weeks to stabilise and embed,TRN-D05-07-02,Automation,Workflow automation for Credit Note Management,"Use workflow automation to reduce delay-prone manual steps in credit note management, especially where approvals, handoffs, reminders, validation, or task routing can be system-driven. Typical opportunities include approval routing and dispute escalation."
Q-D05-07-03,D05,WF-D05-07,ST-D05-07-03,"Is credit note management controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect billing error / credit note leakage?",control,visibility_control,"The business has weak visibility over credit note management. KPIs such as credit note value, dispute aging, and repeat dispute rate are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for credit note management, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Credit Note Management is actively controlled through trusted KPIs such as credit note value, dispute aging, and repeat dispute rate, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Credit Note Approval Discipline,Dispute Rate,Billing Error / Credit Note Leakage,weak_workflow_visibility_and_control,REC-D05-07-03,ACT-D05-07-03,Billing / Finance Operations,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over credit note management, including metric definitions, review cadence, escalation, and closure of corrective actions.","credit note policy, dispute log, and reason code taxonomy","If weak, leaders cannot see performance issues in credit note management early enough to protect billing error / credit note leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Credit Note Management,credits are tightly governed so genuine corrections are handled without uncontrolled margin leakage,Billing and Revenue Capture,Introduce KPI control for Credit Note Management,"Establish a management-control layer for credit note management with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect billing error / credit note leakage.",Earlier visibility into issues within credit note management and faster corrective action through KPI-based management.,Build KPI and exception control for Credit Note Management,"Define the small set of KPIs, service thresholds, and exception categories required to manage credit note management well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.","A KPI control pack for credit note management covering credit note value, dispute aging, and repeat dispute rate, thresholds, owners, and escalation rules.",Management can review trusted KPIs for credit note management regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",TRN-D05-07-03,AI/Automation,"Control, alerting, and intelligence for Credit Note Management","Use dashboards, alerts, and selective intelligence to improve control over credit note management. Typical opportunities include approval routing and dispute escalation, with higher-value intelligence layers such as root-cause clustering on dispute and credit-note reasons once underlying data is reliable."
Q-D05-08-01,D05,WF-D05-08,ST-D05-08-01,"Is billing dispute handling designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that billing disputes are resolved fast, root-caused, and prevented from recurring?",process,definition,"There is no single agreed operating design for billing dispute handling. Key elements such as credit/dispute reasons, approval rights, turnaround rules, and root-cause ownership are unclear, poorly documented, or owned informally, and evidence such as credit note policy, dispute log, and reason code taxonomy is missing, outdated, or not used in practice.","A baseline design exists for billing dispute handling, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Billing Dispute Handling is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Dispute Rate,Invoice Accuracy,Billing Error / Credit Note Leakage,unclear_workflow_definition,REC-D05-08-01,ACT-D05-08-01,Billing / Finance Operations,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for billing dispute handling.","credit note policy, dispute log, and reason code taxonomy","If weak, billing dispute handling becomes dependent on tribal knowledge and makes it harder to scale with strong invoice readiness, billing accuracy, and revenue capture completeness.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Billing Dispute Handling,"billing disputes are resolved fast, root-caused, and prevented from recurring",Billing and Revenue Capture,Design and standardize Billing Dispute Handling,"Redesign billing dispute handling as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that billing disputes are resolved fast, root-caused, and prevented from recurring rather than depending on informal practice.",A documented and owned standard for billing dispute handling that teams can follow consistently.,Define the operating standard for Billing Dispute Handling,"Map the current state of billing dispute handling, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as credit note policy, dispute log, and reason code taxonomy. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",a governed correction and dispute process with strong reason-code discipline,The team can point to a current standard for billing dispute handling and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",TRN-D05-08-01,Process,Process blueprint for Billing Dispute Handling,"Before automation is layered on, create a stable process blueprint for billing dispute handling with clear ownership, inputs, outputs, control points, and evidence requirements. This becomes the reference model for training, governance, and future system design."
Q-D05-08-02,D05,WF-D05-08,ST-D05-08-02,"Does billing dispute handling run consistently in practice, meeting expected turnaround, quality, and handoff standards so that credits and billing disputes are resolved quickly without uncontrolled value leakage without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Billing Dispute Handling is executed inconsistently and is regularly affected by credits are overused, disputes remain open too long, and root causes are never fixed. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Billing Dispute Handling usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Billing Dispute Handling runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Dispute Rate,Invoice Accuracy,Billing Error / Credit Note Leakage,inconsistent_workflow_execution,REC-D05-08-02,ACT-D05-08-02,Billing / Finance Operations,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in billing dispute handling, including turnaround, quality, rework, SLA adherence, and exception handling.","credit note policy, dispute log, and reason code taxonomy","If weak, day-to-day performance in billing dispute handling creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Billing Dispute Handling,"billing disputes are resolved fast, root-caused, and prevented from recurring",Billing and Revenue Capture,Stabilize execution of Billing Dispute Handling,"Stabilize day-to-day execution of billing dispute handling by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.","More predictable execution of billing dispute handling with lower delay, less rework, and cleaner downstream handoffs.",Remove execution friction in Billing Dispute Handling,"Diagnose where billing dispute handling breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.","A stabilisation plan for billing dispute handling covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in billing dispute handling over the next review cycles.",4-8 weeks to stabilise and embed,TRN-D05-08-02,Automation,Workflow automation for Billing Dispute Handling,"Use workflow automation to reduce delay-prone manual steps in billing dispute handling, especially where approvals, handoffs, reminders, validation, or task routing can be system-driven. Typical opportunities include approval routing and dispute escalation."
Q-D05-08-03,D05,WF-D05-08,ST-D05-08-03,"Is billing dispute handling controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect billing error / credit note leakage?",control,visibility_control,"The business has weak visibility over billing dispute handling. KPIs such as credit note value, dispute aging, and repeat dispute rate are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for billing dispute handling, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Billing Dispute Handling is actively controlled through trusted KPIs such as credit note value, dispute aging, and repeat dispute rate, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Dispute Rate,Invoice Accuracy,Billing Error / Credit Note Leakage,weak_workflow_visibility_and_control,REC-D05-08-03,ACT-D05-08-03,Billing / Finance Operations,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over billing dispute handling, including metric definitions, review cadence, escalation, and closure of corrective actions.","credit note policy, dispute log, and reason code taxonomy","If weak, leaders cannot see performance issues in billing dispute handling early enough to protect billing error / credit note leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Billing Dispute Handling,"billing disputes are resolved fast, root-caused, and prevented from recurring",Billing and Revenue Capture,Introduce KPI control for Billing Dispute Handling,"Establish a management-control layer for billing dispute handling with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect billing error / credit note leakage.",Earlier visibility into issues within billing dispute handling and faster corrective action through KPI-based management.,Build KPI and exception control for Billing Dispute Handling,"Define the small set of KPIs, service thresholds, and exception categories required to manage billing dispute handling well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.","A KPI control pack for billing dispute handling covering credit note value, dispute aging, and repeat dispute rate, thresholds, owners, and escalation rules.",Management can review trusted KPIs for billing dispute handling regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",TRN-D05-08-03,AI/Automation,"Control, alerting, and intelligence for Billing Dispute Handling","Use dashboards, alerts, and selective intelligence to improve control over billing dispute handling. Typical opportunities include approval routing and dispute escalation, with higher-value intelligence layers such as root-cause clustering on dispute and credit-note reasons once underlying data is reliable."
Q-D06-01-01,D06,WF-D06-01,ST-D06-01-01,"Is credit control designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that credit exposure is assessed, limits are maintained, and overdue risk is acted on early?",process,definition,"There is no single agreed operating design for credit control. Key elements such as credit checks, limit setting, review triggers, and authority to approve exceptions are unclear, poorly documented, or owned informally, and evidence such as credit policy, limit register, and risk review log is missing, outdated, or not used in practice.","A baseline design exists for credit control, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Credit Control is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Credit Control,Customer Payment Behaviour,Bad Debt / Collections Leakage,unclear_workflow_definition,REC-D06-01-01,ACT-D06-01-01,Credit Control / Finance,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for credit control.","credit policy, limit register, and risk review log","If weak, credit control becomes dependent on tribal knowledge and makes it harder to scale with strong cash conversion, collections discipline, and credit risk control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Credit Control,"credit exposure is assessed, limits are maintained, and overdue risk is acted on early",Cash Collection,Design and standardize Credit Control,"Redesign credit control as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that credit exposure is assessed, limits are maintained, and overdue risk is acted on early rather than depending on informal practice.",A documented and owned standard for credit control that teams can follow consistently.,Define the operating standard for Credit Control,"Map the current state of credit control, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as credit policy, limit register, and risk review log. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.","a practical credit-control regime linked to sales, billing, and collections",The team can point to a current standard for credit control and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",TRN-D06-01-01,Process,Process blueprint for Credit Control,"Before automation is layered on, create a stable process blueprint for credit control with clear ownership, inputs, outputs, control points, and evidence requirements. This becomes the reference model for training, governance, and future system design."
Q-D06-01-02,D06,WF-D06-01,ST-D06-01-02,"Does credit control run consistently in practice, meeting expected turnaround, quality, and handoff standards so that credit exposure is assessed before risk builds and actions are taken when signals worsen without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Credit Control is executed inconsistently and is regularly affected by high-risk customers trade unchecked, exposure grows silently, and collections start too late. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Credit Control usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Credit Control runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Credit Control,Customer Payment Behaviour,Bad Debt / Collections Leakage,inconsistent_workflow_execution,REC-D06-01-02,ACT-D06-01-02,Credit Control / Finance,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in credit control, including turnaround, quality, rework, SLA adherence, and exception handling.","credit policy, limit register, and risk review log","If weak, day-to-day performance in credit control creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Credit Control,"credit exposure is assessed, limits are maintained, and overdue risk is acted on early",Cash Collection,Stabilize execution of Credit Control,"Stabilize day-to-day execution of credit control by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.","More predictable execution of credit control with lower delay, less rework, and cleaner downstream handoffs.",Remove execution friction in Credit Control,"Diagnose where credit control breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.","A stabilisation plan for credit control covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in credit control over the next review cycles.",4-8 weeks to stabilise and embed,TRN-D06-01-02,Automation,Workflow automation for Credit Control,"Use workflow automation to reduce delay-prone manual steps in credit control, especially where approvals, handoffs, reminders, validation, or task routing can be system-driven. Typical opportunities include credit-hold triggers and review reminders."
Q-D06-01-03,D06,WF-D06-01,ST-D06-01-03,"Is credit control controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect bad debt / collections leakage?",control,visibility_control,"The business has weak visibility over credit control. KPIs such as over-limit exposure, high-risk debtor balance, and credit-review completion are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for credit control, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Credit Control is actively controlled through trusted KPIs such as over-limit exposure, high-risk debtor balance, and credit-review completion, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Credit Control,Customer Payment Behaviour,Bad Debt / Collections Leakage,weak_workflow_visibility_and_control,REC-D06-01-03,ACT-D06-01-03,Credit Control / Finance,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over credit control, including metric definitions, review cadence, escalation, and closure of corrective actions.","credit policy, limit register, and risk review log","If weak, leaders cannot see performance issues in credit control early enough to protect bad debt / collections leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Credit Control,"credit exposure is assessed, limits are maintained, and overdue risk is acted on early",Cash Collection,Introduce KPI control for Credit Control,"Establish a management-control layer for credit control with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect bad debt / collections leakage.",Earlier visibility into issues within credit control and faster corrective action through KPI-based management.,Build KPI and exception control for Credit Control,"Define the small set of KPIs, service thresholds, and exception categories required to manage credit control well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.","A KPI control pack for credit control covering over-limit exposure, high-risk debtor balance, and credit-review completion, thresholds, owners, and escalation rules.",Management can review trusted KPIs for credit control regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",TRN-D06-01-03,AI/Automation,"Control, alerting, and intelligence for Credit Control","Use dashboards, alerts, and selective intelligence to improve control over credit control. Typical opportunities include credit-hold triggers and review reminders, with higher-value intelligence layers such as payment-risk prediction and risk segmentation once underlying data is reliable."
Q-D06-02-01,D06,WF-D06-02,ST-D06-02-01,"Is payment terms setup designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that approved payment terms are negotiated appropriately and recorded correctly in contracts and systems?",process,definition,"There is no single agreed operating design for payment terms setup. Key elements such as approved payment terms, exception rules, contract language, and system setup ownership are unclear, poorly documented, or owned informally, and evidence such as terms policy, contract clause standards, and system setup record is missing, outdated, or not used in practice.","A baseline design exists for payment terms setup, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Payment Terms Setup is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Payment Terms Discipline,Credit Control,Bad Debt / Collections Leakage,unclear_workflow_definition,REC-D06-02-01,ACT-D06-02-01,Credit Control / Finance,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for payment terms setup.","terms policy, contract clause standards, and system setup record","If weak, payment terms setup becomes dependent on tribal knowledge and makes it harder to scale with strong cash conversion, collections discipline, and credit risk control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Payment Terms Setup,approved payment terms are negotiated appropriately and recorded correctly in contracts and systems,Cash Collection,Design and standardize Payment Terms Setup,"Redesign payment terms setup as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that approved payment terms are negotiated appropriately and recorded correctly in contracts and systems rather than depending on informal practice.",A documented and owned standard for payment terms setup that teams can follow consistently.,Define the operating standard for Payment Terms Setup,"Map the current state of payment terms setup, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as terms policy, contract clause standards, and system setup record. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",a controlled payment-terms approval and setup process,The team can point to a current standard for payment terms setup and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",TRN-D06-02-01,Process,Process blueprint for Payment Terms Setup,"Before automation is layered on, create a stable process blueprint for payment terms setup with clear ownership, inputs, outputs, control points, and evidence requirements. This becomes the reference model for training, governance, and future system design."
Q-D06-02-02,D06,WF-D06-02,ST-D06-02-02,"Does payment terms setup run consistently in practice, meeting expected turnaround, quality, and handoff standards so that terms are negotiated and captured correctly the first time without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Payment Terms Setup is executed inconsistently and is regularly affected by unapproved terms, system mismatches, and delayed cash collection from poor commercial discipline. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Payment Terms Setup usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Payment Terms Setup runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Payment Terms Discipline,Credit Control,Bad Debt / Collections Leakage,inconsistent_workflow_execution,REC-D06-02-02,ACT-D06-02-02,Credit Control / Finance,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in payment terms setup, including turnaround, quality, rework, SLA adherence, and exception handling.","terms policy, contract clause standards, and system setup record","If weak, day-to-day performance in payment terms setup creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Payment Terms Setup,approved payment terms are negotiated appropriately and recorded correctly in contracts and systems,Cash Collection,Stabilize execution of Payment Terms Setup,"Stabilize day-to-day execution of payment terms setup by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.","More predictable execution of payment terms setup with lower delay, less rework, and cleaner downstream handoffs.",Remove execution friction in Payment Terms Setup,"Diagnose where payment terms setup breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.","A stabilisation plan for payment terms setup covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in payment terms setup over the next review cycles.",4-8 weeks to stabilise and embed,TRN-D06-02-02,Automation,Workflow automation for Payment Terms Setup,"Use workflow automation to reduce delay-prone manual steps in payment terms setup, especially where approvals, handoffs, reminders, validation, or task routing can be system-driven. Typical opportunities include terms approval workflows and mismatch checks."
