question_id,domain_id,workflow_id,step_id,question_text,question_type,question_intent,score_1_guidance,score_3_guidance,score_5_guidance,primary_driver,secondary_driver,linked_metric,issue_type,recommendation_id,action_id,owner_role,automation_flag,ai_flag,roadmap_phase,priority_weight,audit_scoring_focus,evidence_examples,customer_impact_if_weak,severity_band_logic
Q-D03-01-01,D03,WF-D03-01,ST-D03-01-01,"Is discovery and qualification designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that opportunities are validated for pain, fit, authority, urgency, and commercial viability?",process,definition,"There is no single agreed operating design for discovery and qualification. Key elements such as entry criteria, qualification questions, rejection rules, and handoff ownership are unclear, poorly documented, or owned informally, and evidence such as qualification framework, stage entry criteria, and rejection reason codes is missing, outdated, or not used in practice.","A baseline design exists for discovery and qualification, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Discovery and Qualification is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Decision-Maker Access,Sales Follow-Up Quality,Qualified Lead-to-Win Conversion Leakage,unclear_workflow_definition,REC-D03-01-01,ACT-D03-01-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for discovery and qualification.","qualification framework, stage entry criteria, and rejection reason codes","If weak, discovery and qualification becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-01-02,D03,WF-D03-01,ST-D03-01-02,"Does discovery and qualification run consistently in practice, meeting expected turnaround, quality, and handoff standards so that teams assess fit and readiness consistently before progressing work downstream without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Discovery and Qualification is executed inconsistently and is regularly affected by poor-fit opportunities progress, good leads are rejected, and teams debate stage quality. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Discovery and Qualification usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Discovery and Qualification runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Decision-Maker Access,Sales Follow-Up Quality,Qualified Lead-to-Win Conversion Leakage,inconsistent_workflow_execution,REC-D03-01-02,ACT-D03-01-02,Sales Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in discovery and qualification, including turnaround, quality, rework, SLA adherence, and exception handling.","qualification framework, stage entry criteria, and rejection reason codes","If weak, day-to-day performance in discovery and qualification creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-01-03,D03,WF-D03-01,ST-D03-01-03,"Is discovery and qualification controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect qualified lead-to-win conversion leakage?",control,visibility_control,"The business has weak visibility over discovery and qualification. KPIs such as qualification-to-win rate, recycle rate, and accepted lead rate are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for discovery and qualification, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Discovery and Qualification is actively controlled through trusted KPIs such as qualification-to-win rate, recycle rate, and accepted lead rate, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Decision-Maker Access,Sales Follow-Up Quality,Qualified Lead-to-Win Conversion Leakage,weak_workflow_visibility_and_control,REC-D03-01-03,ACT-D03-01-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over discovery and qualification, including metric definitions, review cadence, escalation, and closure of corrective actions.","qualification framework, stage entry criteria, and rejection reason codes","If weak, leaders cannot see performance issues in discovery and qualification early enough to protect qualified lead-to-win conversion leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-02-01,D03,WF-D03-02,ST-D03-02-01,"Is opportunity management designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that opportunities move through the pipeline based on evidence, not optimism?",process,definition,"There is no single agreed operating design for opportunity management. Key elements such as sales stage criteria, required evidence, approval rules, and next-step standards are unclear, poorly documented, or owned informally, and evidence such as pipeline stages, deal review template, and next-step discipline rules is missing, outdated, or not used in practice.","A baseline design exists for opportunity management, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Opportunity Management is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Sales Follow-Up Quality,Proposal Acceptance,Qualified Lead-to-Win Conversion Leakage,unclear_workflow_definition,REC-D03-02-01,ACT-D03-02-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for opportunity management.","pipeline stages, deal review template, and next-step discipline rules","If weak, opportunity management becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-02-02,D03,WF-D03-02,ST-D03-02-02,"Does opportunity management run consistently in practice, meeting expected turnaround, quality, and handoff standards so that opportunities progress based on evidence and disciplined follow-up rather than optimism without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Opportunity Management is executed inconsistently and is regularly affected by stalled deals, weak qualification, inaccurate forecasting, and inconsistent seller behaviour. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Opportunity Management usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Opportunity Management runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Sales Follow-Up Quality,Proposal Acceptance,Qualified Lead-to-Win Conversion Leakage,inconsistent_workflow_execution,REC-D03-02-02,ACT-D03-02-02,Sales Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in opportunity management, including turnaround, quality, rework, SLA adherence, and exception handling.","pipeline stages, deal review template, and next-step discipline rules","If weak, day-to-day performance in opportunity management creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-02-03,D03,WF-D03-02,ST-D03-02-03,"Is opportunity management controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect qualified lead-to-win conversion leakage?",control,visibility_control,"The business has weak visibility over opportunity management. KPIs such as stage conversion, sales cycle length, and forecast accuracy are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for opportunity management, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Opportunity Management is actively controlled through trusted KPIs such as stage conversion, sales cycle length, and forecast accuracy, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Sales Follow-Up Quality,Proposal Acceptance,Qualified Lead-to-Win Conversion Leakage,weak_workflow_visibility_and_control,REC-D03-02-03,ACT-D03-02-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over opportunity management, including metric definitions, review cadence, escalation, and closure of corrective actions.","pipeline stages, deal review template, and next-step discipline rules","If weak, leaders cannot see performance issues in opportunity management early enough to protect qualified lead-to-win conversion leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-03-01,D03,WF-D03-03,ST-D03-03-01,"Is proposal and quoting designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that proposals and quotes are accurate, timely, competitive, and aligned to approved scope?",process,definition,"There is no single agreed operating design for proposal and quoting. Key elements such as proposal/quote templates, approval rules, pricing rules, and scope-control requirements are unclear, poorly documented, or owned informally, and evidence such as quote template, proposal checklist, and approval log is missing, outdated, or not used in practice.","A baseline design exists for proposal and quoting, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Proposal and Quoting is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Proposal Acceptance,Quote Accuracy,Qualified Lead-to-Win Conversion Leakage,unclear_workflow_definition,REC-D03-03-01,ACT-D03-03-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for proposal and quoting.","quote template, proposal checklist, and approval log","If weak, proposal and quoting becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-03-02,D03,WF-D03-03,ST-D03-03-02,"Does proposal and quoting run consistently in practice, meeting expected turnaround, quality, and handoff standards so that quotes and proposals are produced accurately, competitively, and within response targets without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Proposal and Quoting is executed inconsistently and is regularly affected by late proposals, pricing errors, incorrect scope, and inconsistent quality. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Proposal and Quoting usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Proposal and Quoting runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Proposal Acceptance,Quote Accuracy,Qualified Lead-to-Win Conversion Leakage,inconsistent_workflow_execution,REC-D03-03-02,ACT-D03-03-02,Sales Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in proposal and quoting, including turnaround, quality, rework, SLA adherence, and exception handling.","quote template, proposal checklist, and approval log","If weak, day-to-day performance in proposal and quoting creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-03-03,D03,WF-D03-03,ST-D03-03-03,"Is proposal and quoting controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect qualified lead-to-win conversion leakage?",control,visibility_control,"The business has weak visibility over proposal and quoting. KPIs such as quote turnaround time, proposal acceptance rate, and quote rework rate are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for proposal and quoting, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Proposal and Quoting is actively controlled through trusted KPIs such as quote turnaround time, proposal acceptance rate, and quote rework rate, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Proposal Acceptance,Quote Accuracy,Qualified Lead-to-Win Conversion Leakage,weak_workflow_visibility_and_control,REC-D03-03-03,ACT-D03-03-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over proposal and quoting, including metric definitions, review cadence, escalation, and closure of corrective actions.","quote template, proposal checklist, and approval log","If weak, leaders cannot see performance issues in proposal and quoting early enough to protect qualified lead-to-win conversion leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-04-01,D03,WF-D03-04,ST-D03-04-01,"Is pricing and discount approval designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that non-standard pricing is reviewed quickly while protecting margin and governance?",process,definition,"There is no single agreed operating design for pricing and discount approval. Key elements such as approval thresholds, exception logic, review rights, and evidential support for decisions are unclear, poorly documented, or owned informally, and evidence such as discount authority matrix, deal desk process, and margin threshold rules is missing, outdated, or not used in practice.","A baseline design exists for pricing and discount approval, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Pricing and Discount Approval is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Pricing Discipline,Discount Approval Discipline,Pricing / Discount Leakage,unclear_workflow_definition,REC-D03-04-01,ACT-D03-04-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for pricing and discount approval.","discount authority matrix, deal desk process, and margin threshold rules","If weak, pricing and discount approval becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-04-02,D03,WF-D03-04,ST-D03-04-02,"Does pricing and discount approval run consistently in practice, meeting expected turnaround, quality, and handoff standards so that non-standard pricing is reviewed fast without bypassing policy without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Pricing and Discount Approval is executed inconsistently and is regularly affected by slow approvals, policy workarounds, excessive discounting, and weak margin control. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Pricing and Discount Approval usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Pricing and Discount Approval runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Pricing Discipline,Discount Approval Discipline,Pricing / Discount Leakage,inconsistent_workflow_execution,REC-D03-04-02,ACT-D03-04-02,Sales Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in pricing and discount approval, including turnaround, quality, rework, SLA adherence, and exception handling.","discount authority matrix, deal desk process, and margin threshold rules","If weak, day-to-day performance in pricing and discount approval creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-04-03,D03,WF-D03-04,ST-D03-04-03,"Is pricing and discount approval controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect pricing / discount leakage?",control,visibility_control,"The business has weak visibility over pricing and discount approval. KPIs such as approval turnaround, average discount, and margin at approval are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for pricing and discount approval, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Pricing and Discount Approval is actively controlled through trusted KPIs such as approval turnaround, average discount, and margin at approval, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Pricing Discipline,Discount Approval Discipline,Pricing / Discount Leakage,weak_workflow_visibility_and_control,REC-D03-04-03,ACT-D03-04-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over pricing and discount approval, including metric definitions, review cadence, escalation, and closure of corrective actions.","discount authority matrix, deal desk process, and margin threshold rules","If weak, leaders cannot see performance issues in pricing and discount approval early enough to protect pricing / discount leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-05-01,D03,WF-D03-05,ST-D03-05-01,"Is stakeholder access designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that sales engages the right economic, technical, and user stakeholders early enough to reduce deal risk?",process,definition,"There is no single agreed operating design for stakeholder access. Key elements such as stakeholder mapping, engagement rules, and criteria for multi-threading deals are unclear, poorly documented, or owned informally, and evidence such as account map, stakeholder plan, and deal notes is missing, outdated, or not used in practice.","A baseline design exists for stakeholder access, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Stakeholder Access is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Decision-Maker Access,Competitive Loss Rate,Qualified Lead-to-Win Conversion Leakage,unclear_workflow_definition,REC-D03-05-01,ACT-D03-05-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for stakeholder access.","account map, stakeholder plan, and deal notes","If weak, stakeholder access becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-05-02,D03,WF-D03-05,ST-D03-05-02,"Does stakeholder access run consistently in practice, meeting expected turnaround, quality, and handoff standards so that teams access economic, technical, and user stakeholders early enough to reduce deal risk without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Stakeholder Access is executed inconsistently and is regularly affected by single-threaded deals, late objections, and weak influence at decision time. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Stakeholder Access usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Stakeholder Access runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Decision-Maker Access,Competitive Loss Rate,Qualified Lead-to-Win Conversion Leakage,inconsistent_workflow_execution,REC-D03-05-02,ACT-D03-05-02,Sales Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in stakeholder access, including turnaround, quality, rework, SLA adherence, and exception handling.","account map, stakeholder plan, and deal notes","If weak, day-to-day performance in stakeholder access creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-05-03,D03,WF-D03-05,ST-D03-05-03,"Is stakeholder access controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect qualified lead-to-win conversion leakage?",control,visibility_control,"The business has weak visibility over stakeholder access. KPIs such as multi-threaded deal rate, win rate with decision-maker access, and late-stage loss reasons are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for stakeholder access, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Stakeholder Access is actively controlled through trusted KPIs such as multi-threaded deal rate, win rate with decision-maker access, and late-stage loss reasons, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Decision-Maker Access,Competitive Loss Rate,Qualified Lead-to-Win Conversion Leakage,weak_workflow_visibility_and_control,REC-D03-05-03,ACT-D03-05-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over stakeholder access, including metric definitions, review cadence, escalation, and closure of corrective actions.","account map, stakeholder plan, and deal notes","If weak, leaders cannot see performance issues in stakeholder access early enough to protect qualified lead-to-win conversion leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-06-01,D03,WF-D03-06,ST-D03-06-01,"Is follow-up management designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that buyers receive timely next steps, updates, and agreed actions throughout the cycle?",process,definition,"There is no single agreed operating design for follow-up management. Key elements such as sales stage criteria, required evidence, approval rules, and next-step standards are unclear, poorly documented, or owned informally, and evidence such as pipeline stages, deal review template, and next-step discipline rules is missing, outdated, or not used in practice.","A baseline design exists for follow-up management, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Follow-Up Management is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Sales Follow-Up Quality,Response Speed,Qualified Lead-to-Win Conversion Leakage,unclear_workflow_definition,REC-D03-06-01,ACT-D03-06-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for follow-up management.","pipeline stages, deal review template, and next-step discipline rules","If weak, follow-up management becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-06-02,D03,WF-D03-06,ST-D03-06-02,"Does follow-up management run consistently in practice, meeting expected turnaround, quality, and handoff standards so that opportunities progress based on evidence and disciplined follow-up rather than optimism without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Follow-Up Management is executed inconsistently and is regularly affected by stalled deals, weak qualification, inaccurate forecasting, and inconsistent seller behaviour. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Follow-Up Management usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Follow-Up Management runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Sales Follow-Up Quality,Response Speed,Qualified Lead-to-Win Conversion Leakage,inconsistent_workflow_execution,REC-D03-06-02,ACT-D03-06-02,Sales Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in follow-up management, including turnaround, quality, rework, SLA adherence, and exception handling.","pipeline stages, deal review template, and next-step discipline rules","If weak, day-to-day performance in follow-up management creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-06-03,D03,WF-D03-06,ST-D03-06-03,"Is follow-up management controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect qualified lead-to-win conversion leakage?",control,visibility_control,"The business has weak visibility over follow-up management. KPIs such as stage conversion, sales cycle length, and forecast accuracy are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for follow-up management, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Follow-Up Management is actively controlled through trusted KPIs such as stage conversion, sales cycle length, and forecast accuracy, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Sales Follow-Up Quality,Response Speed,Qualified Lead-to-Win Conversion Leakage,weak_workflow_visibility_and_control,REC-D03-06-03,ACT-D03-06-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over follow-up management, including metric definitions, review cadence, escalation, and closure of corrective actions.","pipeline stages, deal review template, and next-step discipline rules","If weak, leaders cannot see performance issues in follow-up management early enough to protect qualified lead-to-win conversion leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-07-01,D03,WF-D03-07,ST-D03-07-01,"Is deal review cadence designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that risky deals are reviewed early with decisions, support, and escalation?",process,definition,"There is no single agreed operating design for deal review cadence. Key elements such as meeting purpose, inputs, outputs, participants, and escalation rules are unclear, poorly documented, or owned informally, and evidence such as management calendar, standard agenda, and action log is missing, outdated, or not used in practice.","A baseline design exists for deal review cadence, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Deal Review Cadence is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Deal Desk Control,Negotiation Discipline,Pricing / Discount Leakage,unclear_workflow_definition,REC-D03-07-01,ACT-D03-07-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for deal review cadence.","management calendar, standard agenda, and action log","If weak, deal review cadence becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-07-02,D03,WF-D03-07,ST-D03-07-02,"Does deal review cadence run consistently in practice, meeting expected turnaround, quality, and handoff standards so that management reviews happen consistently, decisions are recorded, and actions are followed through without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Deal Review Cadence is executed inconsistently and is regularly affected by reviews are irregular, too operational or too vague, and actions drift without closure. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Deal Review Cadence usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Deal Review Cadence runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Deal Desk Control,Negotiation Discipline,Pricing / Discount Leakage,inconsistent_workflow_execution,REC-D03-07-02,ACT-D03-07-02,Sales Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in deal review cadence, including turnaround, quality, rework, SLA adherence, and exception handling.","management calendar, standard agenda, and action log","If weak, day-to-day performance in deal review cadence creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-07-03,D03,WF-D03-07,ST-D03-07-03,"Is deal review cadence controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect pricing / discount leakage?",control,visibility_control,"The business has weak visibility over deal review cadence. KPIs such as meeting adherence, action closure rate, and decision turnaround time are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for deal review cadence, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Deal Review Cadence is actively controlled through trusted KPIs such as meeting adherence, action closure rate, and decision turnaround time, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Deal Desk Control,Negotiation Discipline,Pricing / Discount Leakage,weak_workflow_visibility_and_control,REC-D03-07-03,ACT-D03-07-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over deal review cadence, including metric definitions, review cadence, escalation, and closure of corrective actions.","management calendar, standard agenda, and action log","If weak, leaders cannot see performance issues in deal review cadence early enough to protect pricing / discount leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D03-08-01,D03,WF-D03-08,ST-D03-08-01,"Is closing process designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that commercial, legal, procurement, and internal approvals are completed without avoidable last-minute blockage?",process,definition,"There is no single agreed operating design for closing process. Key elements such as close-plan steps, legal/procurement approvals, signature flow, and internal readiness rules are unclear, poorly documented, or owned informally, and evidence such as close plan, contract checklist, and approval status log is missing, outdated, or not used in practice.","A baseline design exists for closing process, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Closing Process is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Proposal Acceptance,Pricing Competitiveness,Qualified Lead-to-Win Conversion Leakage,unclear_workflow_definition,REC-D03-08-01,ACT-D03-08-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for closing process.","close plan, contract checklist, and approval status log","If weak, closing process becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
