roadmap_id,domain_id,workflow_id,question_id,recommendation_id,action_id,transformation_id,phase_number,phase_name,milestone_name,milestone_description,owner_role,dependency,indicative_timeline,target_outcome,kpi_focus,automation_or_ai_opportunity
RDM-D03-04-02,D03,WF-D03-04,Q-D03-04-02,REC-D03-04-02,ACT-D03-04-02,TRN-D03-04-02,2,Execution Stabilisation,Stabilise execution of Pricing and Discount Approval,"Remove the most material points of delay, rework, and inconsistency in pricing and discount approval and embed service-quality expectations.",Sales Leadership,"WF-D03-04 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Pricing and Discount Approval operates with better predictability, lower friction, and less leakage into downstream teams.","approval turnaround, average discount, and margin at approval",deal desk workflows and rule-based approvals
RDM-D03-04-03,D03,WF-D03-04,Q-D03-04-03,REC-D03-04-03,ACT-D03-04-03,TRN-D03-04-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Pricing and Discount Approval,"Create trusted KPI visibility over pricing and discount approval, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Sales Leadership,"WF-D03-04 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage pricing and discount approval proactively and protect pricing / discount leakage with earlier intervention.,"approval turnaround, average discount, and margin at approval",recommended escalation and pricing guardrails
RDM-D03-05-01,D03,WF-D03-05,Q-D03-05-01,REC-D03-05-01,ACT-D03-05-01,TRN-D03-05-01,1,Design and Ownership Reset,Standardise Stakeholder Access,"Define the future-state operating standard for stakeholder access, including roles, decision rights, system steps, handoffs, and evidence requirements.",Sales Leadership,,"2-4 weeks to design and align, depending on complexity",Stakeholder Access can be run from a clear standard rather than tribal knowledge.,"multi-threaded deal rate, win rate with decision-maker access, and late-stage loss reasons",stakeholder-task prompts and missing-role flags
RDM-D03-05-02,D03,WF-D03-05,Q-D03-05-02,REC-D03-05-02,ACT-D03-05-02,TRN-D03-05-02,2,Execution Stabilisation,Stabilise execution of Stakeholder Access,"Remove the most material points of delay, rework, and inconsistency in stakeholder access and embed service-quality expectations.",Sales Leadership,"WF-D03-05 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Stakeholder Access operates with better predictability, lower friction, and less leakage into downstream teams.","multi-threaded deal rate, win rate with decision-maker access, and late-stage loss reasons",stakeholder-task prompts and missing-role flags
RDM-D03-05-03,D03,WF-D03-05,Q-D03-05-03,REC-D03-05-03,ACT-D03-05-03,TRN-D03-05-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Stakeholder Access,"Create trusted KPI visibility over stakeholder access, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Sales Leadership,"WF-D03-05 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage stakeholder access proactively and protect qualified lead-to-win conversion leakage with earlier intervention.,"multi-threaded deal rate, win rate with decision-maker access, and late-stage loss reasons",stakeholder gap detection from CRM notes
RDM-D03-06-01,D03,WF-D03-06,Q-D03-06-01,REC-D03-06-01,ACT-D03-06-01,TRN-D03-06-01,1,Design and Ownership Reset,Standardise Follow-Up Management,"Define the future-state operating standard for follow-up management, including roles, decision rights, system steps, handoffs, and evidence requirements.",Sales Leadership,,"2-4 weeks to design and align, depending on complexity",Follow-Up Management can be run from a clear standard rather than tribal knowledge.,"stage conversion, sales cycle length, and forecast accuracy",stage aging alerts and task nudges
RDM-D03-06-02,D03,WF-D03-06,Q-D03-06-02,REC-D03-06-02,ACT-D03-06-02,TRN-D03-06-02,2,Execution Stabilisation,Stabilise execution of Follow-Up Management,"Remove the most material points of delay, rework, and inconsistency in follow-up management and embed service-quality expectations.",Sales Leadership,"WF-D03-06 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Follow-Up Management operates with better predictability, lower friction, and less leakage into downstream teams.","stage conversion, sales cycle length, and forecast accuracy",stage aging alerts and task nudges
RDM-D03-06-03,D03,WF-D03-06,Q-D03-06-03,REC-D03-06-03,ACT-D03-06-03,TRN-D03-06-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Follow-Up Management,"Create trusted KPI visibility over follow-up management, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Sales Leadership,"WF-D03-06 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage follow-up management proactively and protect qualified lead-to-win conversion leakage with earlier intervention.,"stage conversion, sales cycle length, and forecast accuracy",deal risk scoring and forecast commentary
RDM-D03-07-01,D03,WF-D03-07,Q-D03-07-01,REC-D03-07-01,ACT-D03-07-01,TRN-D03-07-01,1,Design and Ownership Reset,Standardise Deal Review Cadence,"Define the future-state operating standard for deal review cadence, including roles, decision rights, system steps, handoffs, and evidence requirements.",Sales Leadership,,"2-4 weeks to design and align, depending on complexity",Deal Review Cadence can be run from a clear standard rather than tribal knowledge.,"meeting adherence, action closure rate, and decision turnaround time",automated agenda packs and action reminders
RDM-D03-07-02,D03,WF-D03-07,Q-D03-07-02,REC-D03-07-02,ACT-D03-07-02,TRN-D03-07-02,2,Execution Stabilisation,Stabilise execution of Deal Review Cadence,"Remove the most material points of delay, rework, and inconsistency in deal review cadence and embed service-quality expectations.",Sales Leadership,"WF-D03-07 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Deal Review Cadence operates with better predictability, lower friction, and less leakage into downstream teams.","meeting adherence, action closure rate, and decision turnaround time",automated agenda packs and action reminders
RDM-D03-07-03,D03,WF-D03-07,Q-D03-07-03,REC-D03-07-03,ACT-D03-07-03,TRN-D03-07-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Deal Review Cadence,"Create trusted KPI visibility over deal review cadence, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Sales Leadership,"WF-D03-07 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage deal review cadence proactively and protect pricing / discount leakage with earlier intervention.,"meeting adherence, action closure rate, and decision turnaround time",summary extraction and risk themes from meeting notes
RDM-D03-08-01,D03,WF-D03-08,Q-D03-08-01,REC-D03-08-01,ACT-D03-08-01,TRN-D03-08-01,1,Design and Ownership Reset,Standardise Closing Process,"Define the future-state operating standard for closing process, including roles, decision rights, system steps, handoffs, and evidence requirements.",Sales Leadership,,"2-4 weeks to design and align, depending on complexity",Closing Process can be run from a clear standard rather than tribal knowledge.,"close-plan completion, late-stage slip rate, and signature turnaround","contract routing, signature workflows, and status alerts"
RDM-D03-08-02,D03,WF-D03-08,Q-D03-08-02,REC-D03-08-02,ACT-D03-08-02,TRN-D03-08-02,2,Execution Stabilisation,Stabilise execution of Closing Process,"Remove the most material points of delay, rework, and inconsistency in closing process and embed service-quality expectations.",Sales Leadership,"WF-D03-08 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Closing Process operates with better predictability, lower friction, and less leakage into downstream teams.","close-plan completion, late-stage slip rate, and signature turnaround","contract routing, signature workflows, and status alerts"
RDM-D03-08-03,D03,WF-D03-08,Q-D03-08-03,REC-D03-08-03,ACT-D03-08-03,TRN-D03-08-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Closing Process,"Create trusted KPI visibility over closing process, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Sales Leadership,"WF-D03-08 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage closing process proactively and protect qualified lead-to-win conversion leakage with earlier intervention.,"close-plan completion, late-stage slip rate, and signature turnaround",summaries of unresolved commercial blockers
RDM-D04-01-01,D04,WF-D04-01,Q-D04-01-01,REC-D04-01-01,ACT-D04-01-01,TRN-D04-01-01,1,Design and Ownership Reset,Standardise Sales-to-Delivery Handoff,"Define the future-state operating standard for sales-to-delivery handoff, including roles, decision rights, system steps, handoffs, and evidence requirements.",Delivery Operations,,"2-4 weeks to design and align, depending on complexity",Sales-to-Delivery Handoff can be run from a clear standard rather than tribal knowledge.,"handoff SLA attainment, handoff rejection rate, and rework volume","task creation, alerts, and required-field gates at handoff"
RDM-D04-01-02,D04,WF-D04-01,Q-D04-01-02,REC-D04-01-02,ACT-D04-01-02,TRN-D04-01-02,2,Execution Stabilisation,Stabilise execution of Sales-to-Delivery Handoff,"Remove the most material points of delay, rework, and inconsistency in sales-to-delivery handoff and embed service-quality expectations.",Delivery Operations,"WF-D04-01 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Sales-to-Delivery Handoff operates with better predictability, lower friction, and less leakage into downstream teams.","handoff SLA attainment, handoff rejection rate, and rework volume","task creation, alerts, and required-field gates at handoff"
RDM-D04-01-03,D04,WF-D04-01,Q-D04-01-03,REC-D04-01-03,ACT-D04-01-03,TRN-D04-01-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Sales-to-Delivery Handoff,"Create trusted KPI visibility over sales-to-delivery handoff, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Delivery Operations,"WF-D04-01 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage sales-to-delivery handoff proactively and protect unbilled / uninvoiced revenue leakage with earlier intervention.,"handoff SLA attainment, handoff rejection rate, and rework volume",quality scoring of handoff completeness
RDM-D04-02-01,D04,WF-D04-02,Q-D04-02-01,REC-D04-02-01,ACT-D04-02-01,TRN-D04-02-01,1,Design and Ownership Reset,Standardise Onboarding / Implementation,"Define the future-state operating standard for onboarding / implementation, including roles, decision rights, system steps, handoffs, and evidence requirements.",Delivery Operations,,"2-4 weeks to design and align, depending on complexity",Onboarding / Implementation can be run from a clear standard rather than tribal knowledge.,"time to go-live, time to first value, and onboarding completion rate",customer onboarding task orchestration and reminders
RDM-D04-02-02,D04,WF-D04-02,Q-D04-02-02,REC-D04-02-02,ACT-D04-02-02,TRN-D04-02-02,2,Execution Stabilisation,Stabilise execution of Onboarding / Implementation,"Remove the most material points of delay, rework, and inconsistency in onboarding / implementation and embed service-quality expectations.",Delivery Operations,"WF-D04-02 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Onboarding / Implementation operates with better predictability, lower friction, and less leakage into downstream teams.","time to go-live, time to first value, and onboarding completion rate",customer onboarding task orchestration and reminders
RDM-D04-02-03,D04,WF-D04-02,Q-D04-02-03,REC-D04-02-03,ACT-D04-02-03,TRN-D04-02-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Onboarding / Implementation,"Create trusted KPI visibility over onboarding / implementation, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Delivery Operations,"WF-D04-02 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage onboarding / implementation proactively and protect revenue churn leakage with earlier intervention.,"time to go-live, time to first value, and onboarding completion rate",risk detection from onboarding milestone slippage
RDM-D04-03-01,D04,WF-D04-03,Q-D04-03-01,REC-D04-03-01,ACT-D04-03-01,TRN-D04-03-01,1,Design and Ownership Reset,Standardise Project Delivery,"Define the future-state operating standard for project delivery, including roles, decision rights, system steps, handoffs, and evidence requirements.",Delivery Operations,,"2-4 weeks to design and align, depending on complexity",Project Delivery can be run from a clear standard rather than tribal knowledge.,"on-time delivery, budget variance, and defect/rework rate",workflow-driven status updates and risk escalation
RDM-D04-03-02,D04,WF-D04-03,Q-D04-03-02,REC-D04-03-02,ACT-D04-03-02,TRN-D04-03-02,2,Execution Stabilisation,Stabilise execution of Project Delivery,"Remove the most material points of delay, rework, and inconsistency in project delivery and embed service-quality expectations.",Delivery Operations,"WF-D04-03 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Project Delivery operates with better predictability, lower friction, and less leakage into downstream teams.","on-time delivery, budget variance, and defect/rework rate",workflow-driven status updates and risk escalation
RDM-D04-03-03,D04,WF-D04-03,Q-D04-03-03,REC-D04-03-03,ACT-D04-03-03,TRN-D04-03-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Project Delivery,"Create trusted KPI visibility over project delivery, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Delivery Operations,"WF-D04-03 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage project delivery proactively and protect revenue churn leakage with earlier intervention.,"on-time delivery, budget variance, and defect/rework rate",schedule and risk pattern detection
RDM-D04-04-01,D04,WF-D04-04,Q-D04-04-01,REC-D04-04-01,ACT-D04-04-01,TRN-D04-04-01,1,Design and Ownership Reset,Standardise Service Operations,"Define the future-state operating standard for service operations, including roles, decision rights, system steps, handoffs, and evidence requirements.",Delivery Operations,,"2-4 weeks to design and align, depending on complexity",Service Operations can be run from a clear standard rather than tribal knowledge.,"first response time, resolution SLA attainment, and repeat incident rate",ticket routing and SLA alerts
RDM-D04-04-02,D04,WF-D04-04,Q-D04-04-02,REC-D04-04-02,ACT-D04-04-02,TRN-D04-04-02,2,Execution Stabilisation,Stabilise execution of Service Operations,"Remove the most material points of delay, rework, and inconsistency in service operations and embed service-quality expectations.",Delivery Operations,"WF-D04-04 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Service Operations operates with better predictability, lower friction, and less leakage into downstream teams.","first response time, resolution SLA attainment, and repeat incident rate",ticket routing and SLA alerts
RDM-D04-04-03,D04,WF-D04-04,Q-D04-04-03,REC-D04-04-03,ACT-D04-04-03,TRN-D04-04-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Service Operations,"Create trusted KPI visibility over service operations, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Delivery Operations,"WF-D04-04 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage service operations proactively and protect revenue churn leakage with earlier intervention.,"first response time, resolution SLA attainment, and repeat incident rate",case categorization and likely-resolution suggestions
RDM-D04-05-01,D04,WF-D04-05,Q-D04-05-01,REC-D04-05-01,ACT-D04-05-01,TRN-D04-05-01,1,Design and Ownership Reset,Standardise Resource Planning,"Define the future-state operating standard for resource planning, including roles, decision rights, system steps, handoffs, and evidence requirements.",Delivery Operations,,"2-4 weeks to design and align, depending on complexity",Resource Planning can be run from a clear standard rather than tribal knowledge.,"utilization, resource fill rate, and capacity forecast accuracy",capacity alerts and allocation workflows
RDM-D04-05-02,D04,WF-D04-05,Q-D04-05-02,REC-D04-05-02,ACT-D04-05-02,TRN-D04-05-02,2,Execution Stabilisation,Stabilise execution of Resource Planning,"Remove the most material points of delay, rework, and inconsistency in resource planning and embed service-quality expectations.",Delivery Operations,"WF-D04-05 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Resource Planning operates with better predictability, lower friction, and less leakage into downstream teams.","utilization, resource fill rate, and capacity forecast accuracy",capacity alerts and allocation workflows
RDM-D04-05-03,D04,WF-D04-05,Q-D04-05-03,REC-D04-05-03,ACT-D04-05-03,TRN-D04-05-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Resource Planning,"Create trusted KPI visibility over resource planning, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Delivery Operations,"WF-D04-05 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage resource planning proactively and protect revenue churn leakage with earlier intervention.,"utilization, resource fill rate, and capacity forecast accuracy",capacity forecasting and skills gap prediction
RDM-D04-06-01,D04,WF-D04-06,Q-D04-06-01,REC-D04-06-01,ACT-D04-06-01,TRN-D04-06-01,1,Design and Ownership Reset,Standardise SLA Management,"Define the future-state operating standard for sla management, including roles, decision rights, system steps, handoffs, and evidence requirements.",Delivery Operations,,"2-4 weeks to design and align, depending on complexity",SLA Management can be run from a clear standard rather than tribal knowledge.,"SLA attainment, breach volume, and time to recover",breach alerts and escalation routing
RDM-D04-06-02,D04,WF-D04-06,Q-D04-06-02,REC-D04-06-02,ACT-D04-06-02,TRN-D04-06-02,2,Execution Stabilisation,Stabilise execution of SLA Management,"Remove the most material points of delay, rework, and inconsistency in sla management and embed service-quality expectations.",Delivery Operations,"WF-D04-06 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"SLA Management operates with better predictability, lower friction, and less leakage into downstream teams.","SLA attainment, breach volume, and time to recover",breach alerts and escalation routing
RDM-D04-06-03,D04,WF-D04-06,Q-D04-06-03,REC-D04-06-03,ACT-D04-06-03,TRN-D04-06-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for SLA Management,"Create trusted KPI visibility over sla management, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Delivery Operations,"WF-D04-06 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage sla management proactively and protect revenue churn leakage with earlier intervention.,"SLA attainment, breach volume, and time to recover",breach prediction and root-cause patterning
RDM-D04-07-01,D04,WF-D04-07,Q-D04-07-01,REC-D04-07-01,ACT-D04-07-01,TRN-D04-07-01,1,Design and Ownership Reset,Standardise Quality Assurance,"Define the future-state operating standard for quality assurance, including roles, decision rights, system steps, handoffs, and evidence requirements.",Delivery Operations,,"2-4 weeks to design and align, depending on complexity",Quality Assurance can be run from a clear standard rather than tribal knowledge.,"defect rate, rework rate, and escaped defects",required QA gates and exception logging
RDM-D04-07-02,D04,WF-D04-07,Q-D04-07-02,REC-D04-07-02,ACT-D04-07-02,TRN-D04-07-02,2,Execution Stabilisation,Stabilise execution of Quality Assurance,"Remove the most material points of delay, rework, and inconsistency in quality assurance and embed service-quality expectations.",Delivery Operations,"WF-D04-07 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Quality Assurance operates with better predictability, lower friction, and less leakage into downstream teams.","defect rate, rework rate, and escaped defects",required QA gates and exception logging
RDM-D04-07-03,D04,WF-D04-07,Q-D04-07-03,REC-D04-07-03,ACT-D04-07-03,TRN-D04-07-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Quality Assurance,"Create trusted KPI visibility over quality assurance, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Delivery Operations,"WF-D04-07 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage quality assurance proactively and protect billing error / credit note leakage with earlier intervention.,"defect rate, rework rate, and escaped defects",pattern detection on recurring quality failures
RDM-D04-08-01,D04,WF-D04-08,Q-D04-08-01,REC-D04-08-01,ACT-D04-08-01,TRN-D04-08-01,1,Design and Ownership Reset,Standardise Change and Scope Control,"Define the future-state operating standard for change and scope control, including roles, decision rights, system steps, handoffs, and evidence requirements.",Delivery Operations,,"2-4 weeks to design and align, depending on complexity",Change and Scope Control can be run from a clear standard rather than tribal knowledge.,"approved change rate, unbilled change value, and scope variance",change approval workflows and billing triggers
RDM-D04-08-02,D04,WF-D04-08,Q-D04-08-02,REC-D04-08-02,ACT-D04-08-02,TRN-D04-08-02,2,Execution Stabilisation,Stabilise execution of Change and Scope Control,"Remove the most material points of delay, rework, and inconsistency in change and scope control and embed service-quality expectations.",Delivery Operations,"WF-D04-08 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Change and Scope Control operates with better predictability, lower friction, and less leakage into downstream teams.","approved change rate, unbilled change value, and scope variance",change approval workflows and billing triggers
RDM-D04-08-03,D04,WF-D04-08,Q-D04-08-03,REC-D04-08-03,ACT-D04-08-03,TRN-D04-08-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Change and Scope Control,"Create trusted KPI visibility over change and scope control, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Delivery Operations,"WF-D04-08 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage change and scope control proactively and protect unbilled / uninvoiced revenue leakage with earlier intervention.,"approved change rate, unbilled change value, and scope variance",detection of likely unpriced scope growth
RDM-D05-01-01,D05,WF-D05-01,Q-D05-01-01,REC-D05-01-01,ACT-D05-01-01,TRN-D05-01-01,1,Design and Ownership Reset,Standardise Billable Event Definition,"Define the future-state operating standard for billable event definition, including roles, decision rights, system steps, handoffs, and evidence requirements.",Billing / Finance Operations,,"2-4 weeks to design and align, depending on complexity",Billable Event Definition can be run from a clear standard rather than tribal knowledge.,"billable event capture rate, unbilled revenue aging, and trigger-to-invoice lead time",system-triggered billing events from delivery completion
RDM-D05-01-02,D05,WF-D05-01,Q-D05-01-02,REC-D05-01-02,ACT-D05-01-02,TRN-D05-01-02,2,Execution Stabilisation,Stabilise execution of Billable Event Definition,"Remove the most material points of delay, rework, and inconsistency in billable event definition and embed service-quality expectations.",Billing / Finance Operations,"WF-D05-01 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Billable Event Definition operates with better predictability, lower friction, and less leakage into downstream teams.","billable event capture rate, unbilled revenue aging, and trigger-to-invoice lead time",system-triggered billing events from delivery completion
RDM-D05-01-03,D05,WF-D05-01,Q-D05-01-03,REC-D05-01-03,ACT-D05-01-03,TRN-D05-01-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Billable Event Definition,"Create trusted KPI visibility over billable event definition, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Billing / Finance Operations,"WF-D05-01 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage billable event definition proactively and protect unbilled / uninvoiced revenue leakage with earlier intervention.,"billable event capture rate, unbilled revenue aging, and trigger-to-invoice lead time",detection of likely missed billable events
RDM-D05-02-01,D05,WF-D05-02,Q-D05-02-01,REC-D05-02-01,ACT-D05-02-01,TRN-D05-02-01,1,Design and Ownership Reset,Standardise Delivery-to-Billing Trigger,"Define the future-state operating standard for delivery-to-billing trigger, including roles, decision rights, system steps, handoffs, and evidence requirements.",Billing / Finance Operations,,"2-4 weeks to design and align, depending on complexity",Delivery-to-Billing Trigger can be run from a clear standard rather than tribal knowledge.,"billable event capture rate, unbilled revenue aging, and trigger-to-invoice lead time",system-triggered billing events from delivery completion
RDM-D05-02-02,D05,WF-D05-02,Q-D05-02-02,REC-D05-02-02,ACT-D05-02-02,TRN-D05-02-02,2,Execution Stabilisation,Stabilise execution of Delivery-to-Billing Trigger,"Remove the most material points of delay, rework, and inconsistency in delivery-to-billing trigger and embed service-quality expectations.",Billing / Finance Operations,"WF-D05-02 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Delivery-to-Billing Trigger operates with better predictability, lower friction, and less leakage into downstream teams.","billable event capture rate, unbilled revenue aging, and trigger-to-invoice lead time",system-triggered billing events from delivery completion
RDM-D05-02-03,D05,WF-D05-02,Q-D05-02-03,REC-D05-02-03,ACT-D05-02-03,TRN-D05-02-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Delivery-to-Billing Trigger,"Create trusted KPI visibility over delivery-to-billing trigger, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Billing / Finance Operations,"WF-D05-02 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage delivery-to-billing trigger proactively and protect unbilled / uninvoiced revenue leakage with earlier intervention.,"billable event capture rate, unbilled revenue aging, and trigger-to-invoice lead time",detection of likely missed billable events
RDM-D05-03-01,D05,WF-D05-03,Q-D05-03-01,REC-D05-03-01,ACT-D05-03-01,TRN-D05-03-01,1,Design and Ownership Reset,Standardise Usage / Timesheet Capture,"Define the future-state operating standard for usage / timesheet capture, including roles, decision rights, system steps, handoffs, and evidence requirements.",Billing / Finance Operations,,"2-4 weeks to design and align, depending on complexity",Usage / Timesheet Capture can be run from a clear standard rather than tribal knowledge.,"timesheet compliance, usage capture completeness, and late-entry rate",submission reminders and validation checks
RDM-D05-03-02,D05,WF-D05-03,Q-D05-03-02,REC-D05-03-02,ACT-D05-03-02,TRN-D05-03-02,2,Execution Stabilisation,Stabilise execution of Usage / Timesheet Capture,"Remove the most material points of delay, rework, and inconsistency in usage / timesheet capture and embed service-quality expectations.",Billing / Finance Operations,"WF-D05-03 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Usage / Timesheet Capture operates with better predictability, lower friction, and less leakage into downstream teams.","timesheet compliance, usage capture completeness, and late-entry rate",submission reminders and validation checks
RDM-D05-03-03,D05,WF-D05-03,Q-D05-03-03,REC-D05-03-03,ACT-D05-03-03,TRN-D05-03-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Usage / Timesheet Capture,"Create trusted KPI visibility over usage / timesheet capture, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Billing / Finance Operations,"WF-D05-03 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage usage / timesheet capture proactively and protect unbilled / uninvoiced revenue leakage with earlier intervention.,"timesheet compliance, usage capture completeness, and late-entry rate",anomaly detection on usage capture patterns
RDM-D05-04-01,D05,WF-D05-04,Q-D05-04-01,REC-D05-04-01,ACT-D05-04-01,TRN-D05-04-01,1,Design and Ownership Reset,Standardise Billing Setup,"Define the future-state operating standard for billing setup, including roles, decision rights, system steps, handoffs, and evidence requirements.",Billing / Finance Operations,,"2-4 weeks to design and align, depending on complexity",Billing Setup can be run from a clear standard rather than tribal knowledge.,"setup accuracy, invoice failure rate, and setup turnaround time",required-field validation and approval routing
RDM-D05-04-02,D05,WF-D05-04,Q-D05-04-02,REC-D05-04-02,ACT-D05-04-02,TRN-D05-04-02,2,Execution Stabilisation,Stabilise execution of Billing Setup,"Remove the most material points of delay, rework, and inconsistency in billing setup and embed service-quality expectations.",Billing / Finance Operations,"WF-D05-04 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Billing Setup operates with better predictability, lower friction, and less leakage into downstream teams.","setup accuracy, invoice failure rate, and setup turnaround time",required-field validation and approval routing
RDM-D05-04-03,D05,WF-D05-04,Q-D05-04-03,REC-D05-04-03,ACT-D05-04-03,TRN-D05-04-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Billing Setup,"Create trusted KPI visibility over billing setup, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Billing / Finance Operations,"WF-D05-04 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage billing setup proactively and protect billing error / credit note leakage with earlier intervention.,"setup accuracy, invoice failure rate, and setup turnaround time",comparison of contract terms to billing setup for mismatch detection
RDM-D05-05-01,D05,WF-D05-05,Q-D05-05-01,REC-D05-05-01,ACT-D05-05-01,TRN-D05-05-01,1,Design and Ownership Reset,Standardise Invoice Generation,"Define the future-state operating standard for invoice generation, including roles, decision rights, system steps, handoffs, and evidence requirements.",Billing / Finance Operations,,"2-4 weeks to design and align, depending on complexity",Invoice Generation can be run from a clear standard rather than tribal knowledge.,"invoice-on-time rate, invoice error rate, and billing throughput",scheduled invoice runs and exception queues
RDM-D05-05-02,D05,WF-D05-05,Q-D05-05-02,REC-D05-05-02,ACT-D05-05-02,TRN-D05-05-02,2,Execution Stabilisation,Stabilise execution of Invoice Generation,"Remove the most material points of delay, rework, and inconsistency in invoice generation and embed service-quality expectations.",Billing / Finance Operations,"WF-D05-05 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Invoice Generation operates with better predictability, lower friction, and less leakage into downstream teams.","invoice-on-time rate, invoice error rate, and billing throughput",scheduled invoice runs and exception queues
